Project executed on 26-05-2025 at 13:47:43.
main.cpp(13): Application start
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (18, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (19, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (20, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (21, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (22, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (24, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (25, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (2, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (3, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (4, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (6, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (7, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (8, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (9, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (10, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (11, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (12, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (13, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (15, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 13)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (16, 14)
TileMap.cpp(105): Error: Index out of bounds. Tile map dimensions: 31x13. Given index: (17, 13)
